FID *,Name,Region,State,MAP_TYPE,MAP_LEVEL,PROJECT,MAP_UNIT_S,MAP_UNIT_N,SUBSECTION,ecological.section,ecological.province
1645,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,M211Db,Western Adirondack Foothills,394,M211D,M211
1646,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,M211Dd,Central Adirondack Mountains,403,M211D,M211
1647,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Ja,Black River Valley,408,211J,211
1648,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,M211Cb,Taconic Mountains,411,M211C,M211
1649,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Bb,Taconic Foothills,412,221B,221
1650,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Ee,St. Lawrence Glacial Lake Plain,430,211E,211
1651,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,222Ie,Eastern Ontario Lake Plain,433,222I,222
1652,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Jb,Tug Hill Transition,436,211J,211
1653,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,M211Dc,Adirondack Highlands and Lakes,338,M211D,M211
1654,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,M211Da,Adirondack Hills and Flats,353,M211D,M211
1655,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,M211Df,Adirondack Peaks,371,M211D,M211
1656,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Bd,Kittatinny-Shawangunk Ridges,584,221B,221
1657,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Ga,Allegheny High Plateau,590,211G,211
1658,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Bc,Hudson Glacial Lake Plains,448,221B,221
1659,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Jc,Tug Hill Plateau,451,211J,211
1660,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Jd,Mohawk Valley,468,211J,211
1661,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Fa,Cattaraugus Highlands,536,211F,211
1662,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Fa,Allegheny Plateau,577,221F,221
1663,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1664,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Ad,Southern New England Coastal Lowland,603,221A,221
1665,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Gb,Allegheny Deep Valleys,607,211G,211
1666,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Dc,Newark,631,221D,221
1667,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221An,Long Island Coastal Lowland and Moraine,652,221A,221
1668,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,M221Dc,Southern Blue Ridge Mountains,1025,M221D,M221
1669,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Ia,Lower Terraces,1013,232I,232
1670,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1671,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231Ic,Charlotte Belt-North,856,231I,231
1672,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231Ig,Triassic Uplands,981,231I,231
1673,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,M221Db,Central Blue Ridge Mountains,984,M221D,M221
1674,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231Id,Carolina Slate-North,986,231I,231
1675,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231Ie,Southern Triassic Uplands,993,231I,231
1676,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231Ia,Midland Plateau Central Uplands-North,1004,231I,231
1677,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,M221Dd,Metasedimentary Mountains,1046,M221D,M221
1678,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Jb,Northern Loam Plains,1062,232J,232
1679,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Ja,Sand Hills,1063,232J,232
1680,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Cg,Flatwoods Floodplains and Terraces,1098,232C,232
1681,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Ib,Tidal Area,1099,232I,232
1682,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231Af,Carolina Slate,1076,231A,231
1683,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Cb,Lower Terraces,1077,232C,232
1684,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231Ae,Charlotte Belt,1085,231A,231
1685,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Ha,Atlantic Southern Loam Hills,882,232H,232
1686,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,231If,Western Coastal Plain-Piedmont Transition,883,231I,231
1687,North Carolina,South Atlantic,NC,ECUN,SUBS,ECOMAP07,232Ca,Upper Terraces,1155,232C,232
1688,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Hb,Miami-Scioto Plain-Tipton Till Plain,750,222H,222
1689,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222He,Darby Plains,788,222H,222
1690,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Je,Bluffton-Ann Arbor Till Plains,561,222J,222
1691,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Ia,Lake Erie Plain,531,222I,222
1692,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Ed,East Hocking Plateau,738,221E,221
1693,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Hc,Little Miami Old Drift Plain,853,222H,222
1694,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,223Fd,Northern Bluegrass,854,223F,223
1695,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Ef,Western Hocking Plateau,808,221E,221
1696,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Ej,Eastern  Knobs Transition,907,221E,221
1697,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Eb,Teays Plateau,916,221E,221
1698,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Fa,Allegheny Plateau,577,221F,221
1699,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Ha,BlufftonTill Plains,693,222H,222
1700,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1701,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Eg,Lower Scioto River Plateau,828,221E,221
1702,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Ua,Western Paleozoic Plateau,625,222U,222
1703,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Fb,Grand River-Pymatuning Lowlands,634,221F,221
1704,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Ji,Steuben Interlobate Moraines,647,222J,222
1705,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Fc,Akron Kames,699,221F,221
1706,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Ea,Pittsburg Low Plateau,656,221E,221
1707,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Ee,Unglaciated Muskingam Plains,725,221E,221
1708,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Uc,Maumee Lake Plain,667,222U,222
1709,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Ub,Mad River Interlobate Plains,683,222U,222
1710,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221Ec,Ohio Valley Lowland,774,221E,221
1711,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,222Hd,Mad River Interlobate Plains,775,222H,222
1712,Ohio,East North Central,OH,ECUN,SUBS,ECOMAP07,221En,Kinniconick and Licking Knobs,891,221E,221
1713,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Fb,Central Allegheny Plateau,504,211F,211
1714,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Ib,Catskill Highlands,514,211I,211
1715,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,232Ac,New Jersey Inner Coastal Plain,780,232A,232
1716,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Fc,Eastern Allegheny Plateau,564,211F,211
1717,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Ba,Hudson Limestone Valley,517,221B,221
1718,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,222Ia,Lake Erie Plain,531,222I,222
1719,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Bd,Kittatinny-Shawangunk Ridges,584,221B,221
1720,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Ga,Allegheny High Plateau,590,211G,211
1721,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Ff,Glaciated High Plateau,622,211F,211
1722,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Fa,Cattaraugus Highlands,536,211F,211
1723,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Fa,Allegheny Plateau,577,221F,221
1724,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1725,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Gb,Allegheny Deep Valleys,607,211G,211
1726,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,M221Ac,Northern Ridge and Valley,609,M221A,M221
1727,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,211Fd,Pocono Plateau,629,211F,211
1728,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Fb,Grand River-Pymatuning Lowlands,634,221F,221
1729,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Db,Piedmont Upland,715,221D,221
1730,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Ea,Pittsburg Low Plateau,656,221E,221
1731,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Am,Reading Prong,663,221A,221
1732,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,M221Bb,Western Allegheny Mountains,723,M221B,M221
1733,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,M221Bf,Allegheny Mountain Plateau,666,M221B,M221
1734,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,221Da,Gettysburg Piedmont Lowland,672,221D,221
1735,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,M221Ad,Northern Great Valley,673,M221A,M221
1736,Pennsylvania,Middle Atlantic,PA,ECUN,SUBS,ECOMAP07,M221Da,Northern Blue Ridge Mountains,744,M221D,M221
1737,Rhode Island,New England,RI,ECUN,SUBS,ECOMAP07,221Ag,Southeast New England Coastal Hills and Plains,522,221A,221
1738,Rhode Island,New England,RI,ECUN,SUBS,ECOMAP07,221Ac,Narragansett-Bristol Lowland and Islands,555,221A,221
1739,Rhode Island,New England,RI,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1740,Rhode Island,New England,RI,ECUN,SUBS,ECOMAP07,221Ad,Southern New England Coastal Lowland,603,221A,221
1741,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,M221Dc,Southern Blue Ridge Mountains,1025,M221D,M221
1742,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1743,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Ic,Charlotte Belt-North,856,231I,231
1744,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Jg,Floodplains and Terraces,1160,232J,232
1745,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Id,Carolina Slate-North,986,231I,231
1746,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Ie,Southern Triassic Uplands,993,231I,231
1747,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Ia,Midland Plateau Central Uplands-North,1004,231I,231
1748,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Jb,Northern Loam Plains,1062,232J,232
1749,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Ja,Sand Hills,1063,232J,232
1750,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Cg,Flatwoods Floodplains and Terraces,1098,232C,232
1751,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Jc,Southwestern Loam Hills,1127,232J,232
1752,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Je,Atlantic Southern Loam Hills,1132,232J,232
1753,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Af,Carolina Slate,1076,231A,231
1754,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Cb,Lower Terraces,1077,232C,232
1755,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Ad,Lower Foot Hills,1082,231A,231
1756,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Aa,Midland Plateau Central Uplands,1083,231A,231
1757,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Ab,Piedmont Ridge,1108,231A,231
1758,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,231Ae,Charlotte Belt,1085,231A,231
1759,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Ce,Coastal Marsh and Island,1143,232C,232
1760,South Carolina,South Atlantic,SC,ECUN,SUBS,ECOMAP07,232Ca,Upper Terraces,1155,232C,232
1761,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,M221Dc,Southern Blue Ridge Mountains,1025,M221D,M221
1762,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231He,Northern Deep Loess Hills and Bluffs,1026,231H,231
1763,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,221Ja,Rolling Limestone Hills,1031,221J,221
1764,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,234Da,North Mississippi River Alluvial Plain,1014,234D,234
1765,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,223Eg,Western Pennyroyal Karst Plain,1017,223E,223
1766,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,M221Ab,Great Valley of Virginia,800,M221A,M221
1767,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,221He,Miami-Scioto Plain-Tipton Till Plain,951,221H,221
1768,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Ba,Black Belt,1161,231B,231
1769,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,221Hc,Southwestern Escarpment,987,221H,221
1770,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,223Eb,Eastern Karst Plain,992,223E,223
1771,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,M221Ce,Pine and Cumberland Mountains,998,M221C,M221
1772,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,223Ea,Eastern Highland Rim,994,223E,223
1773,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,M221Cc,Black Mountains,999,M221C,M221
1774,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,223Eh,Pennyroyal Karst Plain,1006,223E,223
1775,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,223Ec,Outer Nashville Basin,1035,223E,223
1776,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,M221Cd,Southern Cumberland Mountains,1038,M221C,M221
1777,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,221Jc,Holston Valley,1039,221J,221
1778,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Ha,Deep Loess Hills and Bluffs,1045,231H,231
1779,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,M221Dd,Metasedimentary Mountains,1046,M221D,M221
1780,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Hd,Clay Hills,1047,231H,231
1781,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,223Ed,Inner Nashville Basin,1050,223E,223
1782,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Bk,Northern Pontotoc Ridge,1053,231B,231
1783,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Bd,Upper Loam Hills,1054,231B,231
1784,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,221Jb,Sandstone Hills,1056,221J,221
1785,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Hb,Northern Loessial Hills,1057,231H,231
1786,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,221Hd,Sequatchie Valley,1060,221H,221
1787,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,223Ee,Highland Rim-Hilly and Rolling,1093,223E,223
1788,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Cc,Table Plateau,1094,231C,231
1789,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Cg,Sequatchie Valley,1095,231C,231
1790,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231De,Shaley Limestone Valley,1097,231D,231
1791,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Be,Transition Loam Hills,1084,231B,231
1792,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Da,Chert Valley,1087,231D,231
1793,Tennessee,East South Central,TN,ECUN,SUBS,ECOMAP07,231Cd,Sandstone Mountain,1091,231C,231
1794,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Ae,Mahoosic Rangely Lakes,249,M211A,M211
1795,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Af,Connecticut Lakes,201,M211A,M211
1796,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,221Af,Lower Connecticut River Valley,483,221A,221
1797,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,211Ea,St. Lawrence Glacial Marine Plain,335,211E,211
1798,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Ba,Northern Piedmont,299,M211B,M211
1799,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Ca,Northern Green Mountain,306,M211C,M211
1800,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,211Ed,Champlain Hills,312,211E,211
1801,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,211Ec,Champlain Glacial Lake and Marine Plains,320,211E,211
1802,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211De,Eastern Adirondack Low Mountains,391,M211D,M211
1803,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Cc,Berkshire-Vermont Upland,404,M211C,M211
1804,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Cb,Taconic Mountains,411,M211C,M211
1805,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,221Bb,Taconic Foothills,412,221B,221
1806,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Bb,Southern Piedmont,362,M211B,M211
1807,Vermont,New England,VT,ECUN,SUBS,ECOMAP07,M211Cd,Southern Green Mountain,382,M211C,M211
1808,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Dc,Southern Blue Ridge Mountains,1025,M221D,M221
1809,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,232Ad,Western Chesapeake Uplands,753,232A,232
1810,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,221Ja,Rolling Limestone Hills,1031,221J,221
1811,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,221De,Northern Piedmont,802,221D,221
1812,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,232Hc,Delmarva Outer Coastal Plain Bays and Islands,941,232H,232
1813,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Ab,Great Valley of Virginia,800,M221A,M221
1814,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,221Dd,Triassic Basins,813,221D,221
1815,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1816,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Aa,Ridge and Valley,822,M221A,M221
1817,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Ba,Northern High Allegheny Mountain,827,M221B,M221
1818,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,231Ic,Charlotte Belt-North,856,231I,231
1819,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,231Ib,Lynchburg Belt,873,231I,231
1820,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Ac,Northern Ridge and Valley,609,M221A,M221
1821,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,231Ig,Triassic Uplands,981,231I,231
1822,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Ce,Pine and Cumberland Mountains,998,M221C,M221
1823,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Db,Central Blue Ridge Mountains,984,M221D,M221
1824,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,231Id,Carolina Slate-North,986,231I,231
1825,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,231Ie,Southern Triassic Uplands,993,231I,231
1826,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Cc,Black Mountains,999,M221C,M221
1827,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,231Ia,Midland Plateau Central Uplands-North,1004,231I,231
1828,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,221Jc,Holston Valley,1039,221J,221
1829,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,221Db,Piedmont Upland,715,221D,221
1830,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,232Ib,Tidal Area,1099,232I,232
1831,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Da,Northern Blue Ridge Mountains,744,M221D,M221
1832,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,232Ha,Atlantic Southern Loam Hills,882,232H,232
1833,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,231If,Western Coastal Plain-Piedmont Transition,883,231I,231
1834,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Bd,Eastern Allegheny Mountain and Valley,886,M221B,M221
1835,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Ca,Western Coal Fields,890,M221C,M221
1836,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,232Hb,Eastern Chesapeake Lowland,892,232H,232
1837,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Cb,Eastern Coal Fields,905,M221C,M221
1838,Virginia,South Atlantic,VA,ECUN,SUBS,ECOMAP07,M221Be,Western Allegheny Mountain and Valley,919,M221B,M221
1839,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,221Ed,East Hocking Plateau,738,221E,221
1840,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,221Eb,Teays Plateau,916,221E,221
1841,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Ab,Great Valley of Virginia,800,M221A,M221
1842,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Aa,Ridge and Valley,822,M221A,M221
1843,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Ba,Northern High Allegheny Mountain,827,M221B,M221
1844,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Bc,Southern High Allegheny Mountains,867,M221B,M221
1845,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Ac,Northern Ridge and Valley,609,M221A,M221
1846,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,221Ea,Pittsburg Low Plateau,656,221E,221
1847,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Bb,Western Allegheny Mountains,723,M221B,M221
1848,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Bf,Allegheny Mountain Plateau,666,M221B,M221
1849,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Da,Northern Blue Ridge Mountains,744,M221D,M221
1850,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,221Ec,Ohio Valley Lowland,774,221E,221
1851,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Bd,Eastern Allegheny Mountain and Valley,886,M221B,M221
1852,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Ca,Western Coal Fields,890,M221C,M221
1853,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Cb,Eastern Coal Fields,905,M221C,M221
1854,West Virginia,South Atlantic,WV,ECUN,SUBS,ECOMAP07,M221Be,Western Allegheny Mountain and Valley,919,M221B,M221
1855,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Ka,Bayfield Sand Plains,250,212K,212
1856,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Jb,Gogebic-Penokee Iron Range,234,212J,212
1857,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,222Kd,South Central Wisconsin Prairie and Savannah,494,222K,222
1858,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,222Ld,Kickapoo-Wisconsin River Ravines,506,222L,222
1859,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,222Kf,Geneva-Darien Moraines and Till Plains,513,222K,222
1860,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Xe,Perkinstown End Moraine,348,212X,212
1861,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,222Ke,Southern Green Bay Lobe,480,222K,222
1862,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,222Le,Mineral Point Prairie-Savannah,567,222L,222
1863,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Kb,Mille Lacs Uplands,257,212K,212
1864,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Ya,Superior-Ashland Clay Plain,259,212Y,212
1865,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Xd,Central-Northwest Wisconsin Loess Plains,328,212X,212
1866,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Jc,Winegar Moraines,280,212J,212
1867,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Tb,West Green Bay Till Plain,290,212T,212
1868,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Xc,Brule and Paint Rivers Drumlinized Ground Moraine,291,212X,212
1869,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Xf,Hayward Stagnation Moraines,295,212X,212
1870,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Te,Green Bay Sandy Lake Plain,296,212T,212
1871,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Xq,Crystal Falls Till and Outwash,297,212X,212
1872,Wisconsin,East North Central,WI,ECUN,SUBS,ECOMAP07,212Xa,Glidden Loamy Drift Plain,301,212X,212
